resource_id,resource_category,resource_date,theoretical_capacity_orders,actual_throughput_orders,downtime_minutes,data_source
RES-biochemistry-01,biochemistry,2026-04-19,240,11,0,SYNTHETIC
RES-microbiology-01,microbiology,2026-04-19,120,149,0,SYNTHETIC
RES-pathology-01,pathology,2026-04-19,40,178,0,SYNTHETIC
RES-cardiac_diagnostics-01,cardiac_diagnostics,2026-04-19,60,8,30,SYNTHETIC
RES-pulmonary_function-01,pulmonary_function,2026-04-19,30,63,0,SYNTHETIC
RES-gi_endoscopy-01,gi_endoscopy,2026-04-19,12,159,0,SYNTHETIC
RES-hematology-01,hematology,2026-04-20,240,251,0,SYNTHETIC
RES-biochemistry-01,biochemistry,2026-04-20,240,227,0,SYNTHETIC
RES-microbiology-01,microbiology,2026-04-20,120,95,0,SYNTHETIC
RES-pathology-01,pathology,2026-04-20,40,105,30,SYNTHETIC
RES-cardiac_diagnostics-01,cardiac_diagnostics,2026-04-20,60,236,0,SYNTHETIC
RES-pulmonary_function-01,pulmonary_function,2026-04-20,30,97,0,SYNTHETIC
RES-gi_endoscopy-01,gi_endoscopy,2026-04-20,12,88,0,SYNTHETIC
RES-hematology-01,hematology,2026-04-21,240,255,0,SYNTHETIC
RES-biochemistry-01,biochemistry,2026-04-21,240,248,30,SYNTHETIC
RES-microbiology-01,microbiology,2026-04-21,120,187,60,SYNTHETIC
RES-pathology-01,pathology,2026-04-21,40,125,0,SYNTHETIC
RES-cardiac_diagnostics-01,cardiac_diagnostics,2026-04-21,60,266,0,SYNTHETIC
RES-pulmonary_function-01,pulmonary_function,2026-04-21,30,228,0,SYNTHETIC
RES-gi_endoscopy-01,gi_endoscopy,2026-04-21,12,168,0,SYNTHETIC
RES-hematology-01,hematology,2026-04-22,240,283,0,SYNTHETIC
RES-biochemistry-01,biochemistry,2026-04-22,240,244,0,SYNTHETIC
RES-microbiology-01,microbiology,2026-04-22,120,239,0,SYNTHETIC
RES-pathology-01,pathology,2026-04-22,40,191,0,SYNTHETIC
RES-cardiac_diagnostics-01,cardiac_diagnostics,2026-04-22,60,264,60,SYNTHETIC
RES-pulmonary_function-01,pulmonary_function,2026-04-22,30,287,0,SYNTHETIC
RES-gi_endoscopy-01,gi_endoscopy,2026-04-22,12,220,0,SYNTHETIC
RES-hematology-01,hematology,2026-04-23,240,258,0,SYNTHETIC
RES-biochemistry-01,biochemistry,2026-04-23,240,263,0,SYNTHETIC
RES-microbiology-01,microbiology,2026-04-23,120,271,0,SYNTHETIC
RES-pathology-01,pathology,2026-04-23,40,231,0,SYNTHETIC
RES-cardiac_diagnostics-01,cardiac_diagnostics,2026-04-23,60,265,0,SYNTHETIC
RES-pulmonary_function-01,pulmonary_function,2026-04-23,30,237,0,SYNTHETIC
RES-gi_endoscopy-01,gi_endoscopy,2026-04-23,12,214,0,SYNTHETIC
RES-hematology-01,hematology,2026-04-24,240,265,0,SYNTHETIC
RES-biochemistry-01,biochemistry,2026-04-24,240,258,0,SYNTHETIC
RES-microbiology-01,microbiology,2026-04-24,120,246,0,SYNTHETIC
RES-pathology-01,pathology,2026-04-24,40,244,0,SYNTHETIC
RES-cardiac_diagnostics-01,cardiac_diagnostics,2026-04-24,60,245,0,SYNTHETIC
RES-pulmonary_function-01,pulmonary_function,2026-04-24,30,254,0,SYNTHETIC
RES-gi_endoscopy-01,gi_endoscopy,2026-04-24,12,258,0,SYNTHETIC
RES-hematology-01,hematology,2026-04-25,240,100,0,SYNTHETIC
RES-biochemistry-01,biochemistry,2026-04-25,240,83,0,SYNTHETIC
RES-microbiology-01,microbiology,2026-04-25,120,236,0,SYNTHETIC
RES-pathology-01,pathology,2026-04-25,40,247,0,SYNTHETIC
RES-cardiac_diagnostics-01,cardiac_diagnostics,2026-04-25,60,110,0,SYNTHETIC
RES-pulmonary_function-01,pulmonary_function,2026-04-25,30,165,0,SYNTHETIC
RES-gi_endoscopy-01,gi_endoscopy,2026-04-25,12,247,0,SYNTHETIC
RES-hematology-01,hematology,2026-04-26,240,14,0,SYNTHETIC
RES-biochemistry-01,biochemistry,2026-04-26,240,6,0,SYNTHETIC
RES-microbiology-01,microbiology,2026-04-26,120,126,0,SYNTHETIC
RES-pathology-01,pathology,2026-04-26,40,201,0,SYNTHETIC
RES-cardiac_diagnostics-01,cardiac_diagnostics,2026-04-26,60,22,0,SYNTHETIC
RES-pulmonary_function-01,pulmonary_function,2026-04-26,30,73,0,SYNTHETIC
RES-gi_endoscopy-01,gi_endoscopy,2026-04-26,12,150,0,SYNTHETIC
RES-hematology-01,hematology,2026-04-27,240,254,60,SYNTHETIC
RES-biochemistry-01,biochemistry,2026-04-27,240,247,0,SYNTHETIC
RES-microbiology-01,microbiology,2026-04-27,120,106,0,SYNTHETIC
RES-pathology-01,pathology,2026-04-27,40,122,0,SYNTHETIC
RES-cardiac_diagnostics-01,cardiac_diagnostics,2026-04-27,60,244,0,SYNTHETIC
RES-pulmonary_function-01,pulmonary_function,2026-04-27,30,120,0,SYNTHETIC
RES-gi_endoscopy-01,gi_endoscopy,2026-04-27,12,91,0,SYNTHETIC
RES-hematology-01,hematology,2026-04-28,240,244,0,SYNTHETIC
RES-biochemistry-01,biochemistry,2026-04-28,240,254,0,SYNTHETIC
RES-microbiology-01,microbiology,2026-04-28,120,168,0,SYNTHETIC
RES-pathology-01,pathology,2026-04-28,40,147,0,SYNTHETIC
RES-cardiac_diagnostics-01,cardiac_diagnostics,2026-04-28,60,226,0,SYNTHETIC
RES-pulmonary_function-01,pulmonary_function,2026-04-28,30,241,0,SYNTHETIC
RES-gi_endoscopy-01,gi_endoscopy,2026-04-28,12,163,0,SYNTHETIC
RES-hematology-01,hematology,2026-04-29,240,244,0,SYNTHETIC
RES-biochemistry-01,biochemistry,2026-04-29,240,271,0,SYNTHETIC
RES-microbiology-01,microbiology,2026-04-29,120,231,0,SYNTHETIC
RES-pathology-01,pathology,2026-04-29,40,201,0,SYNTHETIC
RES-cardiac_diagnostics-01,cardiac_diagnostics,2026-04-29,60,264,0,SYNTHETIC
RES-pulmonary_function-01,pulmonary_function,2026-04-29,30,253,0,SYNTHETIC
RES-gi_endoscopy-01,gi_endoscopy,2026-04-29,12,229,0,SYNTHETIC
RES-hematology-01,hematology,2026-04-30,240,250,0,SYNTHETIC
RES-biochemistry-01,biochemistry,2026-04-30,240,287,0,SYNTHETIC
RES-microbiology-01,microbiology,2026-04-30,120,233,0,SYNTHETIC
RES-pathology-01,pathology,2026-04-30,40,233,0,SYNTHETIC
RES-cardiac_diagnostics-01,cardiac_diagnostics,2026-04-30,60,272,0,SYNTHETIC
RES-pulmonary_function-01,pulmonary_function,2026-04-30,30,261,0,SYNTHETIC
RES-gi_endoscopy-01,gi_endoscopy,2026-04-30,12,242,0,SYNTHETIC
RES-hematology-01,hematology,2026-05-01,240,254,0,SYNTHETIC
RES-biochemistry-01,biochemistry,2026-05-01,240,254,0,SYNTHETIC
RES-microbiology-01,microbiology,2026-05-01,120,251,0,SYNTHETIC
RES-pathology-01,pathology,2026-05-01,40,265,0,SYNTHETIC
RES-cardiac_diagnostics-01,cardiac_diagnostics,2026-05-01,60,247,0,SYNTHETIC
RES-pulmonary_function-01,pulmonary_function,2026-05-01,30,234,0,SYNTHETIC
RES-gi_endoscopy-01,gi_endoscopy,2026-05-01,12,269,0,SYNTHETIC
RES-hematology-01,hematology,2026-05-02,240,103,0,SYNTHETIC
RES-biochemistry-01,biochemistry,2026-05-02,240,89,0,SYNTHETIC
RES-microbiology-01,microbiology,2026-05-02,120,234,0,SYNTHETIC
RES-pathology-01,pathology,2026-05-02,40,236,0,SYNTHETIC
RES-cardiac_diagnostics-01,cardiac_diagnostics,2026-05-02,60,93,0,SYNTHETIC
RES-pulmonary_function-01,pulmonary_function,2026-05-02,30,207,0,SYNTHETIC
RES-gi_endoscopy-01,gi_endoscopy,2026-05-02,12,220,0,SYNTHETIC
RES-hematology-01,hematology,2026-05-03,240,11,0,SYNTHETIC
RES-biochemistry-01,biochemistry,2026-05-03,240,19,0,SYNTHETIC
RES-microbiology-01,microbiology,2026-05-03,120,142,0,SYNTHETIC
RES-pathology-01,pathology,2026-05-03,40,182,0,SYNTHETIC
RES-cardiac_diagnostics-01,cardiac_diagnostics,2026-05-03,60,18,0,SYNTHETIC
RES-pulmonary_function-01,pulmonary_function,2026-05-03,30,73,0,SYNTHETIC
RES-gi_endoscopy-01,gi_endoscopy,2026-05-03,12,170,0,SYNTHETIC
RES-hematology-01,hematology,2026-05-04,240,285,0,SYNTHETIC
RES-biochemistry-01,biochemistry,2026-05-04,240,207,0,SYNTHETIC
RES-microbiology-01,microbiology,2026-05-04,120,94,0,SYNTHETIC
RES-pathology-01,pathology,2026-05-04,40,112,0,SYNTHETIC
RES-cardiac_diagnostics-01,cardiac_diagnostics,2026-05-04,60,215,0,SYNTHETIC
RES-pulmonary_function-01,pulmonary_function,2026-05-04,30,114,0,SYNTHETIC
RES-gi_endoscopy-01,gi_endoscopy,2026-05-04,12,76,0,SYNTHETIC
RES-hematology-01,hematology,2026-05-05,240,269,0,SYNTHETIC
RES-biochemistry-01,biochemistry,2026-05-05,240,224,60,SYNTHETIC
RES-microbiology-01,microbiology,2026-05-05,120,182,0,SYNTHETIC
RES-pathology-01,pathology,2026-05-05,40,156,0,SYNTHETIC
RES-cardiac_diagnostics-01,cardiac_diagnostics,2026-05-05,60,259,0,SYNTHETIC
RES-pulmonary_function-01,pulmonary_function,2026-05-05,30,226,0,SYNTHETIC
RES-gi_endoscopy-01,gi_endoscopy,2026-05-05,12,179,0,SYNTHETIC
RES-hematology-01,hematology,2026-05-06,240,255,0,SYNTHETIC
RES-biochemistry-01,biochemistry,2026-05-06,240,265,0,SYNTHETIC
RES-microbiology-01,microbiology,2026-05-06,120,202,0,SYNTHETIC
RES-pathology-01,pathology,2026-05-06,40,224,0,SYNTHETIC
RES-cardiac_diagnostics-01,cardiac_diagnostics,2026-05-06,60,247,0,SYNTHETIC
RES-pulmonary_function-01,pulmonary_function,2026-05-06,30,283,0,SYNTHETIC
RES-gi_endoscopy-01,gi_endoscopy,2026-05-06,12,198,0,SYNTHETIC
RES-hematology-01,hematology,2026-05-07,240,271,0,SYNTHETIC
RES-biochemistry-01,biochemistry,2026-05-07,240,262,0,SYNTHETIC
RES-microbiology-01,microbiology,2026-05-07,120,248,0,SYNTHETIC
RES-pathology-01,pathology,2026-05-07,40,236,0,SYNTHETIC
RES-cardiac_diagnostics-01,cardiac_diagnostics,2026-05-07,60,284,0,SYNTHETIC
RES-pulmonary_function-01,pulmonary_function,2026-05-07,30,250,0,SYNTHETIC
RES-gi_endoscopy-01,gi_endoscopy,2026-05-07,12,241,0,SYNTHETIC
RES-hematology-01,hematology,2026-05-08,240,260,0,SYNTHETIC
RES-biochemistry-01,biochemistry,2026-05-08,240,259,0,SYNTHETIC
RES-microbiology-01,microbiology,2026-05-08,120,270,0,SYNTHETIC
RES-pathology-01,pathology,2026-05-08,40,259,0,SYNTHETIC
RES-cardiac_diagnostics-01,cardiac_diagnostics,2026-05-08,60,250,0,SYNTHETIC
RES-pulmonary_function-01,pulmonary_function,2026-05-08,30,239,0,SYNTHETIC
RES-gi_endoscopy-01,gi_endoscopy,2026-05-08,12,258,0,SYNTHETIC
RES-hematology-01,hematology,2026-05-09,240,88,0,SYNTHETIC
RES-biochemistry-01,biochemistry,2026-05-09,240,100,0,SYNTHETIC
RES-microbiology-01,microbiology,2026-05-09,120,200,0,SYNTHETIC
RES-pathology-01,pathology,2026-05-09,40,244,0,SYNTHETIC
RES-cardiac_diagnostics-01,cardiac_diagnostics,2026-05-09,60,113,0,SYNTHETIC
RES-pulmonary_function-01,pulmonary_function,2026-05-09,30,198,0,SYNTHETIC
RES-gi_endoscopy-01,gi_endoscopy,2026-05-09,12,250,0,SYNTHETIC
RES-hematology-01,hematology,2026-05-10,240,11,0,SYNTHETIC
RES-biochemistry-01,biochemistry,2026-05-10,240,5,0,SYNTHETIC
RES-microbiology-01,microbiology,2026-05-10,120,142,0,SYNTHETIC
RES-pathology-01,pathology,2026-05-10,40,188,0,SYNTHETIC
RES-cardiac_diagnostics-01,cardiac_diagnostics,2026-05-10,60,26,0,SYNTHETIC
RES-pulmonary_function-01,pulmonary_function,2026-05-10,30,78,0,SYNTHETIC
RES-gi_endoscopy-01,gi_endoscopy,2026-05-10,12,139,0,SYNTHETIC
RES-hematology-01,hematology,2026-05-11,240,252,0,SYNTHETIC
RES-biochemistry-01,biochemistry,2026-05-11,240,290,0,SYNTHETIC
RES-microbiology-01,microbiology,2026-05-11,120,92,0,SYNTHETIC
RES-pathology-01,pathology,2026-05-11,40,110,0,SYNTHETIC
RES-cardiac_diagnostics-01,cardiac_diagnostics,2026-05-11,60,222,0,SYNTHETIC
RES-pulmonary_function-01,pulmonary_function,2026-05-11,30,90,0,SYNTHETIC
RES-gi_endoscopy-01,gi_endoscopy,2026-05-11,12,98,0,SYNTHETIC
RES-hematology-01,hematology,2026-05-12,240,223,90,SYNTHETIC
RES-biochemistry-01,biochemistry,2026-05-12,240,244,0,SYNTHETIC
RES-microbiology-01,microbiology,2026-05-12,120,137,0,SYNTHETIC
RES-pathology-01,pathology,2026-05-12,40,151,0,SYNTHETIC
RES-cardiac_diagnostics-01,cardiac_diagnostics,2026-05-12,60,263,0,SYNTHETIC
RES-pulmonary_function-01,pulmonary_function,2026-05-12,30,222,0,SYNTHETIC
RES-gi_endoscopy-01,gi_endoscopy,2026-05-12,12,190,0,SYNTHETIC
RES-hematology-01,hematology,2026-05-13,240,260,0,SYNTHETIC
RES-biochemistry-01,biochemistry,2026-05-13,240,266,0,SYNTHETIC
RES-microbiology-01,microbiology,2026-05-13,120,216,0,SYNTHETIC
RES-pathology-01,pathology,2026-05-13,40,213,0,SYNTHETIC
RES-cardiac_diagnostics-01,cardiac_diagnostics,2026-05-13,60,256,0,SYNTHETIC
RES-pulmonary_function-01,pulmonary_function,2026-05-13,30,273,0,SYNTHETIC
RES-gi_endoscopy-01,gi_endoscopy,2026-05-13,12,258,0,SYNTHETIC
RES-hematology-01,hematology,2026-05-14,240,238,30,SYNTHETIC
RES-biochemistry-01,biochemistry,2026-05-14,240,273,0,SYNTHETIC
RES-microbiology-01,microbiology,2026-05-14,120,254,0,SYNTHETIC
RES-pathology-01,pathology,2026-05-14,40,222,0,SYNTHETIC
RES-cardiac_diagnostics-01,cardiac_diagnostics,2026-05-14,60,285,0,SYNTHETIC
RES-pulmonary_function-01,pulmonary_function,2026-05-14,30,274,0,SYNTHETIC
RES-gi_endoscopy-01,gi_endoscopy,2026-05-14,12,265,0,SYNTHETIC
RES-hematology-01,hematology,2026-05-15,240,246,0,SYNTHETIC
RES-biochemistry-01,biochemistry,2026-05-15,240,242,0,SYNTHETIC
RES-microbiology-01,microbiology,2026-05-15,120,224,0,SYNTHETIC
RES-pathology-01,pathology,2026-05-15,40,204,0,SYNTHETIC
RES-cardiac_diagnostics-01,cardiac_diagnostics,2026-05-15,60,264,0,SYNTHETIC
RES-pulmonary_function-01,pulmonary_function,2026-05-15,30,288,0,SYNTHETIC
RES-gi_endoscopy-01,gi_endoscopy,2026-05-15,12,271,0,SYNTHETIC
RES-hematology-01,hematology,2026-05-16,240,83,0,SYNTHETIC
RES-biochemistry-01,biochemistry,2026-05-16,240,87,0,SYNTHETIC
RES-microbiology-01,microbiology,2026-05-16,120,234,0,SYNTHETIC
RES-pathology-01,pathology,2026-05-16,40,252,0,SYNTHETIC
RES-cardiac_diagnostics-01,cardiac_diagnostics,2026-05-16,60,94,0,SYNTHETIC
RES-pulmonary_function-01,pulmonary_function,2026-05-16,30,191,0,SYNTHETIC
RES-gi_endoscopy-01,gi_endoscopy,2026-05-16,12,224,0,SYNTHETIC
RES-hematology-01,hematology,2026-05-17,240,11,0,SYNTHETIC
RES-biochemistry-01,biochemistry,2026-05-17,240,15,0,SYNTHETIC
RES-microbiology-01,microbiology,2026-05-17,120,147,0,SYNTHETIC
RES-pathology-01,pathology,2026-05-17,40,194,0,SYNTHETIC
RES-cardiac_diagnostics-01,cardiac_diagnostics,2026-05-17,60,15,0,SYNTHETIC
RES-pulmonary_function-01,pulmonary_function,2026-05-17,30,76,0,SYNTHETIC
RES-gi_endoscopy-01,gi_endoscopy,2026-05-17,12,153,0,SYNTHETIC
RES-hematology-01,hematology,2026-05-18,240,232,0,SYNTHETIC
RES-biochemistry-01,biochemistry,2026-05-18,240,266,0,SYNTHETIC
RES-microbiology-01,microbiology,2026-05-18,120,92,0,SYNTHETIC
RES-pathology-01,pathology,2026-05-18,40,140,0,SYNTHETIC
RES-cardiac_diagnostics-01,cardiac_diagnostics,2026-05-18,60,257,0,SYNTHETIC
RES-pulmonary_function-01,pulmonary_function,2026-05-18,30,110,0,SYNTHETIC
RES-gi_endoscopy-01,gi_endoscopy,2026-05-18,12,83,0,SYNTHETIC
RES-hematology-01,hematology,2026-05-19,240,261,0,SYNTHETIC
RES-biochemistry-01,biochemistry,2026-05-19,240,246,0,SYNTHETIC
RES-microbiology-01,microbiology,2026-05-19,120,174,0,SYNTHETIC
RES-pathology-01,pathology,2026-05-19,40,130,0,SYNTHETIC
RES-cardiac_diagnostics-01,cardiac_diagnostics,2026-05-19,60,235,0,SYNTHETIC
RES-pulmonary_function-01,pulmonary_function,2026-05-19,30,227,0,SYNTHETIC
RES-gi_endoscopy-01,gi_endoscopy,2026-05-19,12,180,0,SYNTHETIC
RES-hematology-01,hematology,2026-05-20,240,256,0,SYNTHETIC
RES-biochemistry-01,biochemistry,2026-05-20,240,268,0,SYNTHETIC
RES-microbiology-01,microbiology,2026-05-20,120,248,0,SYNTHETIC
RES-pathology-01,pathology,2026-05-20,40,202,0,SYNTHETIC
RES-cardiac_diagnostics-01,cardiac_diagnostics,2026-05-20,60,254,0,SYNTHETIC
RES-pulmonary_function-01,pulmonary_function,2026-05-20,30,244,0,SYNTHETIC
RES-gi_endoscopy-01,gi_endoscopy,2026-05-20,12,220,0,SYNTHETIC
RES-hematology-01,hematology,2026-05-21,240,258,0,SYNTHETIC
RES-biochemistry-01,biochemistry,2026-05-21,240,236,0,SYNTHETIC
RES-microbiology-01,microbiology,2026-05-21,120,220,0,SYNTHETIC
RES-pathology-01,pathology,2026-05-21,40,252,0,SYNTHETIC
RES-cardiac_diagnostics-01,cardiac_diagnostics,2026-05-21,60,251,0,SYNTHETIC
RES-pulmonary_function-01,pulmonary_function,2026-05-21,30,277,0,SYNTHETIC
RES-gi_endoscopy-01,gi_endoscopy,2026-05-21,12,222,0,SYNTHETIC
RES-hematology-01,hematology,2026-05-22,240,255,60,SYNTHETIC
RES-biochemistry-01,biochemistry,2026-05-22,240,290,0,SYNTHETIC
RES-microbiology-01,microbiology,2026-05-22,120,245,0,SYNTHETIC
RES-pathology-01,pathology,2026-05-22,40,255,30,SYNTHETIC
RES-cardiac_diagnostics-01,cardiac_diagnostics,2026-05-22,60,277,0,SYNTHETIC
RES-pulmonary_function-01,pulmonary_function,2026-05-22,30,238,0,SYNTHETIC
RES-gi_endoscopy-01,gi_endoscopy,2026-05-22,12,262,0,SYNTHETIC
RES-hematology-01,hematology,2026-05-23,240,96,30,SYNTHETIC
RES-biochemistry-01,biochemistry,2026-05-23,240,93,0,SYNTHETIC
RES-microbiology-01,microbiology,2026-05-23,120,230,0,SYNTHETIC
RES-pathology-01,pathology,2026-05-23,40,234,90,SYNTHETIC
RES-cardiac_diagnostics-01,cardiac_diagnostics,2026-05-23,60,94,0,SYNTHETIC
RES-pulmonary_function-01,pulmonary_function,2026-05-23,30,198,0,SYNTHETIC
RES-gi_endoscopy-01,gi_endoscopy,2026-05-23,12,218,0,SYNTHETIC
RES-hematology-01,hematology,2026-05-24,240,14,0,SYNTHETIC
RES-biochemistry-01,biochemistry,2026-05-24,240,6,0,SYNTHETIC
RES-microbiology-01,microbiology,2026-05-24,120,168,0,SYNTHETIC
RES-pathology-01,pathology,2026-05-24,40,207,0,SYNTHETIC
RES-cardiac_diagnostics-01,cardiac_diagnostics,2026-05-24,60,16,0,SYNTHETIC
RES-pulmonary_function-01,pulmonary_function,2026-05-24,30,71,0,SYNTHETIC
RES-gi_endoscopy-01,gi_endoscopy,2026-05-24,12,128,0,SYNTHETIC
RES-hematology-01,hematology,2026-05-25,240,240,0,SYNTHETIC
RES-biochemistry-01,biochemistry,2026-05-25,240,263,0,SYNTHETIC
RES-microbiology-01,microbiology,2026-05-25,120,85,0,SYNTHETIC
RES-pathology-01,pathology,2026-05-25,40,148,0,SYNTHETIC
RES-cardiac_diagnostics-01,cardiac_diagnostics,2026-05-25,60,224,0,SYNTHETIC
RES-pulmonary_function-01,pulmonary_function,2026-05-25,30,114,0,SYNTHETIC
RES-gi_endoscopy-01,gi_endoscopy,2026-05-25,12,68,30,SYNTHETIC
RES-hematology-01,hematology,2026-05-26,240,227,90,SYNTHETIC
RES-biochemistry-01,biochemistry,2026-05-26,240,221,0,SYNTHETIC
RES-microbiology-01,microbiology,2026-05-26,120,176,90,SYNTHETIC
RES-pathology-01,pathology,2026-05-26,40,141,0,SYNTHETIC
RES-cardiac_diagnostics-01,cardiac_diagnostics,2026-05-26,60,286,0,SYNTHETIC
RES-pulmonary_function-01,pulmonary_function,2026-05-26,30,215,0,SYNTHETIC
RES-gi_endoscopy-01,gi_endoscopy,2026-05-26,12,173,0,SYNTHETIC
RES-hematology-01,hematology,2026-05-27,240,268,0,SYNTHETIC
RES-biochemistry-01,biochemistry,2026-05-27,240,235,60,SYNTHETIC
RES-microbiology-01,microbiology,2026-05-27,120,260,0,SYNTHETIC
RES-pathology-01,pathology,2026-05-27,40,202,0,SYNTHETIC
RES-cardiac_diagnostics-01,cardiac_diagnostics,2026-05-27,60,257,0,SYNTHETIC
RES-pulmonary_function-01,pulmonary_function,2026-05-27,30,238,0,SYNTHETIC
RES-gi_endoscopy-01,gi_endoscopy,2026-05-27,12,235,0,SYNTHETIC
RES-hematology-01,hematology,2026-05-28,240,227,0,SYNTHETIC
RES-biochemistry-01,biochemistry,2026-05-28,240,254,0,SYNTHETIC
RES-microbiology-01,microbiology,2026-05-28,120,252,0,SYNTHETIC
RES-pathology-01,pathology,2026-05-28,40,242,0,SYNTHETIC
RES-cardiac_diagnostics-01,cardiac_diagnostics,2026-05-28,60,271,0,SYNTHETIC
RES-pulmonary_function-01,pulmonary_function,2026-05-28,30,254,0,SYNTHETIC
RES-gi_endoscopy-01,gi_endoscopy,2026-05-28,12,266,0,SYNTHETIC
RES-hematology-01,hematology,2026-05-29,240,260,0,SYNTHETIC
RES-biochemistry-01,biochemistry,2026-05-29,240,267,0,SYNTHETIC
RES-microbiology-01,microbiology,2026-05-29,120,252,0,SYNTHETIC
RES-pathology-01,pathology,2026-05-29,40,279,0,SYNTHETIC
RES-cardiac_diagnostics-01,cardiac_diagnostics,2026-05-29,60,271,0,SYNTHETIC
RES-pulmonary_function-01,pulmonary_function,2026-05-29,30,230,0,SYNTHETIC
RES-gi_endoscopy-01,gi_endoscopy,2026-05-29,12,271,0,SYNTHETIC
RES-hematology-01,hematology,2026-05-30,240,100,0,SYNTHETIC
RES-biochemistry-01,biochemistry,2026-05-30,240,87,0,SYNTHETIC
RES-microbiology-01,microbiology,2026-05-30,120,231,0,SYNTHETIC
RES-pathology-01,pathology,2026-05-30,40,257,0,SYNTHETIC
RES-cardiac_diagnostics-01,cardiac_diagnostics,2026-05-30,60,111,0,SYNTHETIC
RES-pulmonary_function-01,pulmonary_function,2026-05-30,30,225,0,SYNTHETIC
RES-gi_endoscopy-01,gi_endoscopy,2026-05-30,12,233,0,SYNTHETIC
RES-hematology-01,hematology,2026-05-31,240,9,0,SYNTHETIC
RES-biochemistry-01,biochemistry,2026-05-31,240,10,0,SYNTHETIC
RES-microbiology-01,microbiology,2026-05-31,120,147,0,SYNTHETIC
RES-pathology-01,pathology,2026-05-31,40,194,0,SYNTHETIC
RES-cardiac_diagnostics-01,cardiac_diagnostics,2026-05-31,60,16,0,SYNTHETIC
RES-pulmonary_function-01,pulmonary_function,2026-05-31,30,65,0,SYNTHETIC
RES-gi_endoscopy-01,gi_endoscopy,2026-05-31,12,149,0,SYNTHETIC
RES-hematology-01,hematology,2026-06-01,240,252,0,SYNTHETIC
RES-biochemistry-01,biochemistry,2026-06-01,240,228,60,SYNTHETIC
RES-microbiology-01,microbiology,2026-06-01,120,79,0,SYNTHETIC
RES-pathology-01,pathology,2026-06-01,40,115,0,SYNTHETIC
RES-cardiac_diagnostics-01,cardiac_diagnostics,2026-06-01,60,239,0,SYNTHETIC
RES-pulmonary_function-01,pulmonary_function,2026-06-01,30,96,0,SYNTHETIC
RES-gi_endoscopy-01,gi_endoscopy,2026-06-01,12,83,0,SYNTHETIC
RES-hematology-01,hematology,2026-06-02,240,265,0,SYNTHETIC
RES-biochemistry-01,biochemistry,2026-06-02,240,266,0,SYNTHETIC
RES-microbiology-01,microbiology,2026-06-02,120,171,0,SYNTHETIC
RES-pathology-01,pathology,2026-06-02,40,164,30,SYNTHETIC
RES-cardiac_diagnostics-01,cardiac_diagnostics,2026-06-02,60,252,0,SYNTHETIC
RES-pulmonary_function-01,pulmonary_function,2026-06-02,30,213,0,SYNTHETIC
RES-gi_endoscopy-01,gi_endoscopy,2026-06-02,12,187,0,SYNTHETIC
RES-hematology-01,hematology,2026-06-03,240,241,0,SYNTHETIC
RES-biochemistry-01,biochemistry,2026-06-03,240,270,0,SYNTHETIC
RES-microbiology-01,microbiology,2026-06-03,120,245,0,SYNTHETIC
RES-pathology-01,pathology,2026-06-03,40,182,0,SYNTHETIC
RES-cardiac_diagnostics-01,cardiac_diagnostics,2026-06-03,60,268,60,SYNTHETIC
RES-pulmonary_function-01,pulmonary_function,2026-06-03,30,281,0,SYNTHETIC
RES-gi_endoscopy-01,gi_endoscopy,2026-06-03,12,225,0,SYNTHETIC
RES-hematology-01,hematology,2026-06-04,240,259,0,SYNTHETIC
RES-biochemistry-01,biochemistry,2026-06-04,240,248,0,SYNTHETIC
RES-microbiology-01,microbiology,2026-06-04,120,236,0,SYNTHETIC
RES-pathology-01,pathology,2026-06-04,40,205,0,SYNTHETIC
RES-cardiac_diagnostics-01,cardiac_diagnostics,2026-06-04,60,247,0,SYNTHETIC
RES-pulmonary_function-01,pulmonary_function,2026-06-04,30,255,0,SYNTHETIC
RES-gi_endoscopy-01,gi_endoscopy,2026-06-04,12,259,0,SYNTHETIC
RES-hematology-01,hematology,2026-06-05,240,266,0,SYNTHETIC
RES-biochemistry-01,biochemistry,2026-06-05,240,242,0,SYNTHETIC
RES-microbiology-01,microbiology,2026-06-05,120,244,0,SYNTHETIC
RES-pathology-01,pathology,2026-06-05,40,257,0,SYNTHETIC
RES-cardiac_diagnostics-01,cardiac_diagnostics,2026-06-05,60,245,0,SYNTHETIC
RES-pulmonary_function-01,pulmonary_function,2026-06-05,30,294,0,SYNTHETIC
RES-gi_endoscopy-01,gi_endoscopy,2026-06-05,12,238,0,SYNTHETIC
RES-hematology-01,hematology,2026-06-06,240,87,0,SYNTHETIC
RES-biochemistry-01,biochemistry,2026-06-06,240,89,0,SYNTHETIC
RES-microbiology-01,microbiology,2026-06-06,120,234,0,SYNTHETIC
RES-pathology-01,pathology,2026-06-06,40,220,0,SYNTHETIC
RES-cardiac_diagnostics-01,cardiac_diagnostics,2026-06-06,60,113,0,SYNTHETIC
RES-pulmonary_function-01,pulmonary_function,2026-06-06,30,180,0,SYNTHETIC
RES-gi_endoscopy-01,gi_endoscopy,2026-06-06,12,236,0,SYNTHETIC
RES-hematology-01,hematology,2026-06-07,240,15,0,SYNTHETIC
RES-biochemistry-01,biochemistry,2026-06-07,240,15,0,SYNTHETIC
RES-microbiology-01,microbiology,2026-06-07,120,157,0,SYNTHETIC
